"Y","x"
-0.581770963583075,13.1
-0.598650551346567,13.2
-0.517745004219003,13.3
0.00668146257658969,13.4
-0.301183794537474,13.5
-0.345311007570096,13.6
-0.130251493174309,13.7
-0.224128808889551,13.8
-0.139592948106001,13.9
0.114845770764503,14
-0.405591710510583,14.1
-0.277000092559938,14.2
-0.0166098713811731,14.3
-0.334113561255014,14.4
-0.344371078288116,14.5
-0.115434645070992,14.6
-0.340989499027547,14.7
-0.210089194481182,14.8
-0.226971592644278,14.9
-0.334518843774511,15
-0.361336103980546,15.1
-0.4486344546088,15.2
-0.654057910825508,15.3
-0.194988930947087,15.4
-0.191808834340468,15.5
-0.537529994281605,15.6
-0.643708501543836,15.7
-0.311006072096827,15.8
-0.102149893607957,15.9
-0.403032268442444,16
-0.341004559553056,16.1
-0.525004212230407,16.2
-0.372166339483279,16.3
-0.351438404039423,16.4
-0.294443431723348,16.5
-0.179060785374909,16.6
-0.297955806556067,16.7
-0.336362225141334,16.8
-0.273366872357236,16.9
-0.350244436088969,17
-0.107377205631104,17.1
-0.0134106626140661,17.2
-0.0402211074847914,17.3
0.176041570321669,17.4
-0.0123939195617955,17.5
0.299909979184399,17.6
0.449877123793666,17.7
0.248374422291851,17.8
0.586820994539505,17.9
0.713524200127593,18
0.668754476260136,18.1
0.815766017217962,18.2
0.777397672759995,18.3
1.06258938277956,18.4
0.719902780138002,18.5
0.747043399591136,18.6
0.981590894228361,18.7
1.2033514162654,18.8
1.11378543636694,18.9
1.04217622538918,19
0.798247783750148,19.1
0.690384887810631,19.2
0.790958016588906,19.3
0.663675725286612,19.4
0.755998916168175,19.5
0.677150019860345,19.6
0.404003868882689,19.7
0.4990550522633,19.8
0.183042697359967,19.9
0.37544731615266,20
0.202713201090697,20.1
0.253218608909391,20.2
0.289231374317597,20.3
-0.0124275775073569,20.4
-0.0372937169465981,20.5
0.0940367070517491,20.6
-0.224583165302164,20.7
-0.27340803667229,20.8
-0.432010986871261,20.9
-0.479894628449449,21
-0.457909206307362,21.1
-0.270252305084475,21.2
-0.186181839368967,21.3
-0.522544930244039,21.4
-0.731777088543144,21.5
-0.307372611930616,21.6
-0.610098238424101,21.7
-0.32452558032248,21.8
-0.450329475071656,21.9
-0.285585294519735,22
-0.25660656068161,22.1
-0.236272159474186,22.2
-0.553273167261861,22.3
-0.466536442763963,22.4
-0.305334329081761,22.5
-0.175003002454535,22.6
-0.316789563063863,22.7
-0.380993859925475,22.8
-0.251493286808104,22.9
-0.155753287918741,23
-0.211685198718136,23.1
-0.292373032348685,23.2
-0.234505478049421,23.3
-0.313189212459791,23.4
-0.202790875632926,23.5
-0.310876667208196,23.6
-0.298279255680036,23.7
-0.453836725985113,23.8
-0.390248926117176,23.9
-0.3805858701283,24
-0.268524838740111,24.1
-0.190085691155166,24.2
-0.179237054633198,24.3
-0.423573995364287,24.4
-0.246187832629064,24.5
-0.491172955632282,24.6
-0.52314111394321,24.7
-0.535000509888868,24.8
-0.458394882296021,24.9
-0.194052597744624,25
-0.549054069378904,25.1
-0.343766992094203,25.2
-0.535728722828457,25.3
-0.236928342538405,25.4
-0.266113373166949,25.5
-0.50754129359994,25.6
-0.232078174294743,25.7
-0.0355476188770977,25.8
-0.122452472159491,25.9
-0.127090448981421,26
-0.112447196337405,26.1
0.239049001602948,26.2
0.245573655937178,26.3
0.203902765930237,26.4
0.388231238319015,26.5
0.310229467465603,26.6
0.359507230765329,26.7
0.517571250730793,26.8
0.611525927132437,26.9
0.599110775252283,27
0.573371857475215,27.1
0.788156940256921,27.2
0.588638192561603,27.3
1.1511493528967,27.4
0.865611123336177,27.5
0.895145911389139,27.6
1.02043959426787,27.7
1.02058359349226,27.8
1.03992101270854,27.9
0.79958793619947,28
0.766693191272885,28.1
1.01740195140196,28.2
0.833325072870265,28.3
0.921148160943088,28.4
1.00696189082,28.5
0.788919194633196,28.6
0.534269001189921,28.7
0.398369348091813,28.8
0.538397514844657,28.9
0.120218959260927,29
0.420909032843084,29.1
0.247023884638727,29.2
-0.0758311819013658,29.3
-0.0267550548647872,29.4
-0.0476703614882334,29.5
0.0775832832920484,29.6
-0.634637908043504,29.7
-0.44114740041934,29.8
-0.35919942336266,29.9
-0.730683554440875,30
-0.196137877457073,30.1
-0.655059970974138,30.2
-0.476451153993069,30.3
-0.790659534688503,30.4
-0.588237286466278,30.5
-0.452443320935066,30.6
-0.519751160849643,30.7
-0.726334218550506,30.8
-0.324848992984502,30.9
-0.202212971141137,31
-0.343146174304193,31.1
-0.277955305419931,31.2
-0.128263817347103,31.3
-0.420103805749744,31.4
0.030472466062118,31.5
0.000179444745890212,31.6
-0.224936848281009,31.7
-0.118120409134723,31.8
-0.18014837720774,31.9
0.0514245486697004,32
0.026460491391802,32.1
0.0410347012758743,32.2
-0.0231077190021086,32.3
-0.18510932274441,32.4
-0.195316899754684,32.5
0.136608709723347,32.6
-0.176799544522532,32.7
-0.0173882523869526,32.8
-0.150377335134921,32.9
-0.106950227589599,33
-0.185477759244322,33.1
-0.292181580790572,33.2
-0.324119175860824,33.3
-0.475147356231067,33.4
-0.243161706985309,33.5
-0.33911603779642,33.6
0.0221046811858445,33.7
-0.531214433424662,33.8
-0.938263092829395,33.9
-0.21585528804625,34
-0.611294960057355,34.1
-0.573478883073198,34.2
-0.501695032070367,34.3
-0.473979096393619,34.4
-0.682450530816582,34.5
-0.431877749553767,34.6
-0.0247233290404336,34.7
-0.384585443369841,34.8
-0.188956427303163,34.9
-0.118002510319399,35
-0.366297969280324,35.1
-0.339186118769422,35.2
-0.205505074011964,35.3
0.199827702393033,35.4
-0.0300610869502356,35.5
-0.0760558041820593,35.6
0.266823285525702,35.7
0.287204847885698,35.8
0.374886670224169,35.9
0.243670499964331,36
0.545609148935339,36.1
0.456372141987791,36.2
0.581382273425697,36.3
0.658762616359404,36.4
0.529235711031758,36.5
0.995313285498538,36.6
0.645324842223915,36.7
0.936221711678142,36.8
0.826505098184562,36.9
0.841431431494134,37
0.855871097857423,37.1
0.624417707590828,37.2
0.490382326021156,37.3
0.800978318118496,37.4
0.758692464439709,37.5
0.520476517595257,37.6
0.665201613577384,37.7
0.679074213091542,37.8
0.691542882560643,37.9
0.228185865758896,38
0.416075833389172,38.1
0.113874578565656,38.2
0.203914113771141,38.3
0.0928640887494954,38.4
0.213722302176175,38.5
0.0135634206777193,38.6
-0.234308961781763,38.7
-0.175609947098498,38.8
-0.115227805006988,38.9
-0.338286294221659,39
-0.56630506104836,39.1
-0.409941742399177,39.2
-0.188916497290806,39.3
-0.345314965296055,39.4
-0.620508746745203,39.5
-0.304996147653992,39.6
-0.660871364695255,39.7
-0.419804914539803,39.8
-0.196477807627138,39.9
-0.518390191345312,40
-0.356948221528299,40.1
-0.70722644085103,40.2
-0.432525013559084,40.3
-0.522934591960773,40.4
0.0791370213013601,40.5
-0.206881067975072,40.6
0.0752228681684997,40.7
-0.164857574960239,40.8
-0.232101319504359,40.9
-0.126818669642838,41
-0.382425302153826,41.1
-0.176492002878269,41.2
-0.0786283192930258,41.3
0.114902695517046,41.4
-0.0730984741290406,41.5
-0.0981786375340358,41.6
-0.0328898695345181,41.7
-0.0119817785022266,41.8
0.055424098923619,41.9
-0.366979525248247,42
-0.155265133058514,42.1
-0.107668765960214,42.2
-0.30720288345263,42.3
-0.512238644666318,42.4
-0.216476163423414,42.5
-0.562216304371188,42.6
-0.357147128910621,42.7
-0.310798846796535,42.8
-0.31613581210149,42.9
-0.361135883780868,43
-0.543871747219682,43.1
-0.349634274167072,43.2
-0.34131264562837,43.3
-0.314851374044281,43.4
-0.120826390315755,43.5
-0.404747862064473,43.6
-0.335129572297478,43.7
-0.37079629374909,43.8
-0.0769178658363764,43.9
-0.0225237911111323,44
-0.025401817538177,44.1
-0.198442851774535,44.2
-0.0619921664178934,44.3
0.136010057012761,44.4
0.0574347357060068,44.5
0.068878431274648,44.6
0.316144544647,44.7
0.125369437353422,44.8
0.665666662715772,44.9
0.413013047790054,45
0.556244596789382,45.1
0.318490645859812,45.2
0.4630265558973,45.3
0.5168435589356,45.4
0.413032616908582,45.5
0.539255972281705,45.6
0.745255672161541,45.7
0.578393233131704,45.8
0.684087928437099,45.9
0.715000258390208,46
0.665157408795088,46.1
0.690540127679304,46.2
0.777938891278458,46.3
0.673447732594364,46.4
0.522627253500494,46.5
0.401279276156765,46.6
0.866984025797649,46.7
0.317135527691346,46.8
0.784089576291626,46.9
0.500905737257221,47
0.454036183439212,47.1
0.286656319677571,47.2
0.306323032041045,47.3
0.264832689204452,47.4
0.191922371535866,47.5
0.287317364249795,47.6
0.40222590308976,47.7
0.0200562956873335,47.8
-0.2905048591597,47.9
0.081287553827627,48
-0.231877308833826,48.1
-0.192558396551282,48.2
-0.335139172494356,48.3
-0.281123887479209,48.4
-0.375644621673082,48.5
-0.296865233652344,48.6
-0.403285662535104,48.7
-0.578603145050702,48.8
-0.283322657144273,48.9
-0.601721962874559,49
-0.337783060805115,49.1
-0.721647540563464,49.2
-0.328376830782454,49.3
-0.388547531487691,49.4
-0.290057060679485,49.5
-0.347567324234213,49.6
-0.345292610912394,49.7
-0.0447488252214925,49.8
-0.179819222993665,49.9
-0.262691803514421,50
